x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,gesture
0.5837716460227966,0.8438786268234253,0.49907565116882324,0.7995594143867493,0.43282753229141235,0.7039828896522522,0.39404261112213135,0.6349007487297058,0.36172425746917725,0.5929371118545532,0.5011043548583984,0.5388691425323486,0.48296573758125305,0.4385024905204773,0.4754886031150818,0.38115257024765015,0.4712972044944763,0.33030444383621216,0.5519056916236877,0.524599015712738,0.5495242476463318,0.4008283019065857,0.5474857091903687,0.3283124566078186,0.5455216765403748,0.2734085023403168,0.598818302154541,0.5343135595321655,0.6045923233032227,0.4161651134490967,0.6053013801574707,0.34610942006111145,0.6033475995063782,0.2870682179927826,0.6434965133666992,0.561937153339386,0.6564749479293823,0.46720391511917114,0.6649782657623291,0.4120640158653259,0.670479416847229,0.3610480725765228,0
0.5558650493621826,0.8365829586982727,0.4667893946170807,0.7968860864639282,0.40052691102027893,0.70827317237854,0.3613199293613434,0.6435168385505676,0.3297625184059143,0.6058650016784668,0.46464255452156067,0.548784077167511,0.4453538656234741,0.4496830701828003,0.4380530118942261,0.3947000503540039,0.4328097403049469,0.3454827666282654,0.5156513452529907,0.5305152535438538,0.5106326341629028,0.4108159840106964,0.5075610280036926,0.3398936986923218,0.5024380087852478,0.28856760263442993,0.5621886849403381,0.537684977054596,0.5655168890953064,0.42410463094711304,0.564127504825592,0.3564884662628174,0.5581183433532715,0.2974419891834259,0.6077617406845093,0.5638278126716614,0.6186735033988953,0.4737215042114258,0.622412919998169,0.4214594066143036,0.6220791339874268,0.3715614080429077,0
0.5599568486213684,0.8395321369171143,0.46707481145858765,0.7966126203536987,0.3996739685535431,0.7095393538475037,0.35985517501831055,0.647311806678772,0.3284667432308197,0.6085301041603088,0.4663091003894806,0.5497630834579468,0.4452715814113617,0.44930392503738403,0.4380291998386383,0.39373281598091125,0.43301886320114136,0.3436968922615051,0.5181588530540466,0.531470775604248,0.5115610361099243,0.4114153981208801,0.5089582204818726,0.3405732214450836,0.5037254691123962,0.2896482050418854,0.5645877122879028,0.5390982031822205,0.567509114742279,0.4257948398590088,0.5658494830131531,0.3585650324821472,0.5595430135726929,0.30021488666534424,0.6112196445465088,0.5655089020729065,0.6212770938873291,0.4747973382472992,0.6241458654403687,0.4240421652793884,0.6224965453147888,0.3751295804977417,0
0.5603047013282776,0.842219352722168,0.4704129695892334,0.7998214960098267,0.40012824535369873,0.7115633487701416,0.3570437431335449,0.6492708325386047,0.32384437322616577,0.6110103726387024,0.4668065309524536,0.5485212802886963,0.4448094069957733,0.44853898882865906,0.43684452772140503,0.3926243782043457,0.4314610958099365,0.34227797389030457,0.5186057686805725,0.5313250422477722,0.5118525624275208,0.4122667908668518,0.5090728998184204,0.3424564599990845,0.504257082939148,0.2916422188282013,0.5660744309425354,0.5395520329475403,0.5684173107147217,0.4265748858451843,0.5673736333847046,0.36032789945602417,0.5613647699356079,0.3033103048801422,0.6130062937736511,0.5665057897567749,0.6236585378646851,0.4752165675163269,0.6280243396759033,0.4253648817539215,0.6273637413978577,0.378877729177475,0
0.5613502264022827,0.8424465656280518,0.47285735607147217,0.8006851673126221,0.3998858332633972,0.7124982476234436,0.3539736270904541,0.6510740518569946,0.31939980387687683,0.6112659573554993,0.466886967420578,0.5479194521903992,0.44346004724502563,0.44685667753219604,0.4342505633831024,0.3905791640281677,0.42807066440582275,0.3404167890548706,0.5187113285064697,0.5311992168426514,0.509389340877533,0.41052061319351196,0.5054981708526611,0.33968788385391235,0.5008096098899841,0.2887513339519501,0.5673606395721436,0.5397630929946899,0.5682216882705688,0.4262293577194214,0.5670785307884216,0.3604828417301178,0.5610274076461792,0.3049209713935852,0.614491879940033,0.5663666725158691,0.624263346195221,0.4756138026714325,0.6291268467903137,0.4265574812889099,0.6294335126876831,0.3813527822494507,0
0.5617514848709106,0.8430195450782776,0.47370123863220215,0.8012188076972961,0.4002048075199127,0.712047278881073,0.3537832498550415,0.6504020690917969,0.3188146948814392,0.6113680601119995,0.4667692482471466,0.547534704208374,0.44364219903945923,0.4462662935256958,0.43486684560775757,0.39013540744781494,0.4286680519580841,0.3396056294441223,0.5186669826507568,0.5308791399002075,0.5101551413536072,0.41137319803237915,0.5072977542877197,0.3424818515777588,0.5029622316360474,0.29260528087615967,0.5672856569290161,0.5392690896987915,0.5681015253067017,0.4266609847545624,0.5673366785049438,0.36185312271118164,0.5619537830352783,0.3068195879459381,0.6145942211151123,0.5659793615341187,0.6240534782409668,0.4762261211872101,0.6295554041862488,0.42819222807884216,0.6310139894485474,0.3844059705734253,0
0.5612903237342834,0.8433356285095215,0.47279834747314453,0.7995947003364563,0.3979988992214203,0.7101890444755554,0.3511107861995697,0.648093581199646,0.31547194719314575,0.6077083945274353,0.4667644500732422,0.5478756427764893,0.44231268763542175,0.444995254278183,0.43232062458992004,0.3872687816619873,0.42566612362861633,0.3358847498893738,0.5183169841766357,0.5314247012138367,0.5084442496299744,0.41058725118637085,0.5046007633209229,0.3397645950317383,0.5005389451980591,0.28814029693603516,0.5672621130943298,0.5399129986763,0.5679097771644592,0.4264342188835144,0.5669312477111816,0.3616928458213806,0.5614372491836548,0.3073488175868988,0.6148693561553955,0.5667005777359009,0.625100314617157,0.47728782892227173,0.6306368112564087,0.4292451739311218,0.6321517825126648,0.38599735498428345,0
0.5598356127738953,0.8441414833068848,0.47147417068481445,0.7978774309158325,0.3974055349826813,0.7089648246765137,0.3503369688987732,0.6465956568717957,0.31348079442977905,0.6056585311889648,0.4667893648147583,0.5471066236495972,0.4425036311149597,0.44307130575180054,0.43246132135391235,0.38445907831192017,0.42558979988098145,0.3323802053928375,0.5183503031730652,0.5315975546836853,0.5086130499839783,0.4107225239276886,0.5051447749137878,0.3401588499546051,0.5007901191711426,0.2878102958202362,0.5670577883720398,0.5407956838607788,0.5685797929763794,0.42704010009765625,0.5683974027633667,0.3616701066493988,0.5635185837745667,0.3064904808998108,0.6151368618011475,0.5680297613143921,0.6274682283401489,0.4772232174873352,0.6340552568435669,0.4283909201622009,0.6360140442848206,0.38393300771713257,0
0.5595056414604187,0.8445311188697815,0.47182416915893555,0.7964860200881958,0.3973209857940674,0.7067551016807556,0.3496425747871399,0.6438062787055969,0.3123999834060669,0.6025262475013733,0.467810720205307,0.5451029539108276,0.4430745542049408,0.4403272867202759,0.43244004249572754,0.381033718585968,0.42521294951438904,0.3285897970199585,0.5195788741111755,0.5302318334579468,0.509947657585144,0.40869638323783875,0.5058428049087524,0.3373202979564667,0.5014071464538574,0.2849588990211487,0.5690469741821289,0.5396947860717773,0.5707539916038513,0.42516791820526123,0.5701271295547485,0.35860931873321533,0.5654475688934326,0.30305352807044983,0.6171197891235352,0.5676416158676147,0.6277926564216614,0.4780158996582031,0.6330097317695618,0.42736053466796875,0.6344592571258545,0.38123011589050293,0
0.5619345307350159,0.843409538269043,0.4749395251274109,0.795482337474823,0.3999853730201721,0.7044317722320557,0.3512130379676819,0.6409804224967957,0.31284502148628235,0.5992746949195862,0.47093600034713745,0.5428764820098877,0.446770578622818,0.4373968839645386,0.4358302354812622,0.37797170877456665,0.4273372292518616,0.3261190950870514,0.5224127173423767,0.5289573073387146,0.5126858353614807,0.40713638067245483,0.5082364678382874,0.3363330066204071,0.503178596496582,0.2844243049621582,0.5713874697685242,0.5393173098564148,0.5735421776771545,0.4248608946800232,0.5728651881217957,0.35790395736694336,0.5678462386131287,0.3026985228061676,0.6195150017738342,0.567728579044342,0.6321018934249878,0.4788620173931122,0.6371980309486389,0.4281975030899048,0.6378989815711975,0.3822656571865082,0
